,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/fan/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/control/0,/nvidiagpu/0/load/3,/win32/load/0,/win32/load/1,/win32/data2/0,/win32/data2/1,/win32/iops/0,/win32/iops/1,/win32/iops/2,/DirectX/comment/0,/DirectX/comment/1,/DirectX/fps/0
03/17/2015 15:37:59,25,9.375,6.25,10.9375,12.890625,52,44,45,43,49,4400,4400,4400,4400,36.65014,26.89857,0,6.269291,100,41.9631767,13.39608,18.5273361,40,1567,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,10.546875,12.890625,728,957,62,62,0,13608,9,30.0678959
03/17/2015 15:37:59,29.6875,10.9375,3.125,10.9375,13.671875,46,52,48,44,52,4400,4400,4400,4400,41.22647,31.332674,0,6.376881,100,41.9610519,13.395401,18.5280151,40,1569,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,11.328125,13.671875,728,957,65,60,0,13608,9,30.0678959
03/17/2015 15:38:00,17.1875,14.0625,7.8125,14.0625,13.28125,48,52,46,49,53,4399.999,4399.999,4399.999,4399.999,42.7387352,32.7359772,0,6.41513872,99.9999847,41.9643364,13.39645,18.5269661,41,1566,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,10.9375,13.28125,729,958,77,60,0,13608,9,29.52756
03/17/2015 15:38:01,20.5882378,16.1764736,7.35294247,13.2352943,14.3382435,56,54,45,43,54,4399.995,4399.995,4399.995,4399.995,39.0814171,29.2470074,0,6.36726,99.99989,41.96442,13.3964767,18.52694,40,1565,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,12.1951218,16.027874,729,958,70,70,0,13608,9,29.52756
03/17/2015 15:38:02,17.1875,9.375,6.25,15.625,12.109375,51,46,44,43,52,4399.998,4399.998,4399.998,4399.998,37.4618454,27.766695,0,6.29465675,99.99996,41.96528,13.3967514,18.5266647,41,1565,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,10.15625,12.109375,729,958,62,62,0,13608,9,30.0678959
03/17/2015 15:38:03,29.6875,17.1875,18.75,12.5,19.53125,54,46,46,44,54,4399.99658,4399.99658,4399.99658,4399.99658,44.2435226,34.4860229,0,6.400887,99.99992,41.9619446,13.3956871,18.527729,40,1563,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,11.71875,19.53125,730,958,62,62,0,13608,9,30.0678959
03/17/2015 15:38:04,18.75,17.1875,6.25,18.75,15.234375,55,55,46,46,55,4399.998,4399.998,4399.998,4399.998,42.4710732,32.4292946,0,6.41109037,99.9999542,41.9635124,13.3961868,18.52723,40,1564,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,10.546875,15.234375,730,958,70,66,0,13608,9,30.03876
03/17/2015 15:38:05,26.5625,15.625,9.375,10.9375,15.625,48,44,48,42,48,4400.00049,4400.00049,4400.00049,4400.00049,43.4248962,33.7732277,0,6.293534,100.000008,41.97325,13.3992958,18.52412,40,1564,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,13.1097565,19.2073174,732,961,97,78,0,13608,9,30.0678959
03/17/2015 15:38:06,12.5,15.625,20.3125,17.1875,16.40625,45,43,49,46,49,4399.994,4399.994,4399.994,4399.994,44.4746437,34.5055542,0,6.42844868,99.99987,41.97459,13.3997231,18.5236931,40,1564,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,14.1129036,16.532259,733,963,62,62,0,13608,9,29.55665
03/17/2015 15:38:06,26.5625,17.1875,21.875,10.9375,19.140625,49,47,45,43,50,4399.99268,4399.99268,4399.99268,4399.99268,48.0556145,38.2048035,0,6.54894972,99.99983,41.9779472,13.400795,18.5226212,40,1565,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,12.5,18.939394,733,963,70,60,0,13608,9,30.03876
03/17/2015 15:38:07,17.1875,10.9375,14.0625,18.75,15.234375,50,48,54,47,54,4399.996,4399.996,4399.996,4399.996,42.25785,32.40214,0,6.474192,99.9999161,41.9766235,13.4003716,18.5230446,41,1567,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,11.71875,15.234375,732,962,66,60,0,13608,9,30.0678959
03/17/2015 15:38:08,12.5,14.0625,6.25,28.125,15.234375,48,46,47,53,53,4399.997,4399.997,4399.997,4399.997,44.6389732,34.5689964,0,6.479579,99.99993,41.9795837,13.4013176,18.5220985,40,1566,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,14.84375,16.015625,733,963,80,62,0,13608,9,30.0678959
03/17/2015 15:38:08,17.1875,14.0625,12.5,20.3125,16.015625,47,47,51,53,52,4399.99756,4399.99756,4399.99756,4399.99756,42.2971725,32.0590248,0,6.48679829,99.99995,41.9778976,13.40078,18.5226364,40,1570,950.0095,3505.50024,1900.019,5,7,0,41,31.7720413,13.2142859,16.7857151,733,963,76,68,0,13608,9,29.6084042
03/17/2015 15:38:09,15.625,9.375,17.1875,14.0625,14.0625,47,46,49,44,50,4399.99756,4399.99756,4399.99756,4399.99756,39.6258125,29.70784,0,6.413795,99.99995,41.97937,13.4012489,18.5221672,40,1570,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,9.913794,12.9310341,733,963,56,52,0,13608,9,30.0678959
03/17/2015 15:38:10,24.6685619,14.0625,4.6875,25,17.1046371,49,44,44,46,48,4399.99756,4399.99756,4399.99756,4399.99756,42.5688667,32.3707352,0,6.49929,99.99995,41.9799461,13.401432,18.5219841,40,1568,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,14.0625,17.1875,733,963,68,60,0,13608,9,30.0678959
03/17/2015 15:38:11,25,9.375,18.75,25,19.53125,55,50,52,49,55,4399.99463,4399.99463,4399.99463,4399.99463,47.2018356,37.44003,0,6.4402585,99.9998856,41.9794044,13.40126,18.5221558,40,1570,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,16.7300377,20.152092,734,964,87,62,0,13608,9,30.0678959
03/17/2015 15:38:12,25.6410236,15.3846149,8.974361,17.9487171,16.98718,56,50,48,50,57,4399.996,4399.996,4399.996,4399.996,42.4692078,32.72021,0,6.39065361,99.99991,41.96424,13.39642,18.5269966,40,1569,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,14.4230766,16.9871788,727,957,92,74,0,13608,9,30.03876
03/17/2015 15:38:13,15.625,7.8125,15.625,15.625,13.671875,48,47,47,42,47,4399.999,4399.999,4399.999,4399.999,37.16836,27.00719,0,6.298145,99.99998,41.96511,13.396698,18.5267181,40,1570,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,10.416667,13.75,728,959,67,62,0,13608,9,30.0678959
03/17/2015 15:38:14,15.625,17.1875,3.125,18.75,13.671875,46,46,45,43,46,4399.99951,4399.99951,4399.99951,4399.99951,39.24795,29.3031769,0,6.37503862,99.9999847,41.9633675,13.3961411,18.5272751,40,1571,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,10.9375,13.671875,729,963,62,62,0,13608,9,30.0678959
03/17/2015 15:38:14,14.0625,21.875,17.1875,20.3125,18.359375,47,47,46,47,52,4399.99951,4399.99951,4399.99951,4399.99951,45.63616,35.7598152,0,6.46864939,99.9999847,41.9620056,13.3957062,18.52771,40,1569,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,15.234375,18.359375,728,959,92,60,0,13608,9,30.0678959
03/17/2015 15:38:15,20.3125,23.4375,9.375,9.375,15.625,49,47,49,44,49,4399.997,4399.997,4399.997,4399.997,42.3017159,32.25142,0,6.467284,99.99994,41.9619827,13.3956985,18.5277176,41,1569,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,13.28125,15.625,728,959,62,62,0,13608,9,30.0678959
03/17/2015 15:38:16,20.3125,9.375,4.6875,17.1875,12.890625,49,46,47,53,53,4399.997,4399.997,4399.997,4399.997,41.6296349,31.3776054,0,6.46036625,99.99994,41.9614334,13.3955231,18.5278931,40,1573,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,11.7647057,13.2352943,730,961,82,66,0,13608,9,29.6084042
03/17/2015 15:38:17,17.1875,15.625,9.375,17.1875,14.84375,47,46,43,43,46,4399.99463,4399.99463,4399.99463,4399.99463,40.76393,30.77088,0,6.44067669,99.99988,41.9622,13.3957672,18.5276489,40,1574,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,12.8378382,16.216217,731,963,95,70,0,13608,9,30.0678959
03/17/2015 15:38:18,7.8125,17.1875,14.0625,14.0625,13.28125,46,43,49,45,49,4399.99854,4399.99854,4399.99854,4399.99854,38.9243431,29.1039047,0,6.33265162,99.99997,41.96517,13.3967171,18.5267,40,1574,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,10.9375,13.28125,731,962,65,62,0,13608,9,30.03876
03/17/2015 15:38:18,21.875,4.6875,15.625,26.5625,17.1875,47,48,52,56,56,4399.99854,4399.99854,4399.99854,4399.99854,44.15062,34.24699,0,6.443066,99.99997,41.96786,13.3975754,18.52584,40,1571,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,13.636364,17.424242,733,963,81,60,0,13608,9,30.03876
03/17/2015 15:38:19,25.6756783,18.9189186,6.75675869,18.9189186,17.56757,57,52,48,52,52,4399.99658,4399.99658,4399.99658,4399.99658,44.5068321,34.6906471,0,6.50652742,99.99992,41.9719734,13.3988876,18.5245285,40,1565,950.0095,3505.50024,1900.019,4,6,0,41,31.7720413,13.7820511,17.6282043,733,964,90,72,0,13608,9,30.0678959
03/17/2015 15:38:20,21.875,14.0625,4.6875,18.75,14.84375,45,55,43,42,55,4399.99658,4399.99658,4399.99658,4399.99658,38.5712738,28.77875,0,6.280776,99.99992,41.9735527,13.3993912,18.524025,40,1565,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,11.2903223,14.5161295,734,965,76,60,0,13608,9,30.0678959
03/17/2015 15:38:21,15.625,15.625,4.6875,20.3125,14.0625,47,45,47,43,47,4400.00049,4400.00049,4400.00049,4400.00049,40.15737,30.406805,0,6.373594,100.000015,41.9741974,13.3995972,18.523819,40,1568,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,11.4285717,14.6428576,734,965,66,66,0,13608,9,30.0678959
03/17/2015 15:38:22,23.4375,12.5,6.25,10.9375,13.28125,48,43,45,43,48,4399.98975,4399.98975,4399.98975,4399.98975,39.2016258,29.28014,0,6.279701,99.99977,41.97447,13.3996849,18.5237312,41,1567,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,10.8870964,13.3064518,734,965,62,62,0,13608,9,30.03876
03/17/2015 15:38:22,26.5625,7.8125,4.6875,14.0625,13.28125,45,44,48,44,48,4399.98975,4399.98975,4399.98975,4399.98975,38.0955849,28.1204,0,6.34546,99.99977,41.975296,13.3999481,18.523468,41,1565,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,10.546875,13.28125,734,965,64,60,0,13608,9,30.03876
03/17/2015 15:38:23,15.625,9.375,3.125,18.75,11.71875,45,45,43,43,47,4399.997,4399.997,4399.997,4399.997,38.6834641,28.689579,0,6.32205725,99.99993,41.97429,13.3996277,18.5237885,40,1564,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,9.848485,11.742424,734,965,71,62,0,13608,9,29.6084042
03/17/2015 15:38:24,14.0625,10.9375,3.125,14.0625,10.546875,47,46,45,47,49,4399.999,4399.999,4399.999,4399.999,39.5047073,29.4884377,0,6.335605,99.9999847,41.9764938,13.40033,18.5230865,40,1564,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,8.984375,10.546875,735,966,77,62,0,13608,9,30.0678959
03/17/2015 15:38:24,22.05882,10.2941151,8.823532,14.7058849,13.9705954,54,46,46,50,54,4399.995,4399.995,4399.995,4399.995,39.5956421,29.64217,0,6.382131,99.99989,41.97673,13.4004059,18.52301,40,1565,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,10.6617651,13.9705887,735,966,60,60,0,13608,9,30.0678959
03/17/2015 15:38:25,26.5625,12.5,7.8125,15.5303,15.601325,53,47,46,46,53,4399.99951,4399.99951,4399.99951,4399.99951,41.2041321,31.1511135,0,6.485627,99.99999,41.9751549,13.3999023,18.5235138,40,1564,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,12.5,16.1290321,735,968,58,56,0,13608,9,29.55665
03/17/2015 15:38:26,20.3125,29.6875,23.4375,20.3125,23.4375,51,49,58,51,56,4399.99951,4399.99951,4399.99951,4399.99951,49.77054,40.04355,0,6.55301762,99.99999,41.9614334,13.3955231,18.5278931,40,1566,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,19.8529415,22.794117,731,961,101,66,0,13608,9,30.03876
03/17/2015 15:38:27,25,6.25,10.9375,20.3125,15.625,50,48,47,54,54,4399.99658,4399.99658,4399.99658,4399.99658,43.85994,34.08273,0,6.409696,99.99992,41.96196,13.3956909,18.5277252,40,1567,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,13.1578951,16.7763157,732,962,104,74,0,13608,9,30.0678959
03/17/2015 15:38:28,10.9375,10.9375,10.9375,20.3125,13.28125,49,45,49,54,55,4399.99463,4399.99463,4399.99463,4399.99463,44.20874,34.2850876,0,6.525862,99.99987,41.9602127,13.395134,18.5282822,41,1563,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,14.018692,15.8878508,732,962,98,78,0,13608,9,30.0678959
03/17/2015 15:38:29,20.3125,7.8125,12.5,15.625,14.0625,46,52,48,43,52,4399.995,4399.995,4399.995,4399.995,38.546978,28.4854259,0,6.37865162,99.99989,41.95982,13.3950081,18.5284081,40,1563,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,10.1851854,12.9629631,733,964,71,54,0,13608,9,30.0678959
03/17/2015 15:38:29,28.125,6.25,12.5,15.625,15.625,53,51,51,48,53,4399.99756,4399.99756,4399.99756,4399.99756,44.49129,34.6698952,0,6.44402027,99.99995,41.9600334,13.3950768,18.52834,40,1566,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,13.28125,15.625,732,963,61,60,0,13608,9,30.0678959
03/17/2015 15:38:30,26.5625,9.375,4.6875,18.75,14.84375,44,45,44,50,50,4399.99756,4399.99756,4399.99756,4399.99756,39.8482,29.6450043,0,6.384248,99.99995,41.96,13.3950653,18.52835,40,1566,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,12.1673,14.8288975,733,964,78,62,0,13608,9,29.6084042
03/17/2015 15:38:30,17.1875,21.875,17.1875,12.5,17.1875,55,60,58,49,57,4399.99463,4399.99463,4399.99463,4399.99463,45.5804,35.63673,0,6.46387243,99.99988,41.96079,13.3953171,18.5281,40,1567,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,16.7315178,18.2879372,732,966,84,64,0,13608,9,29.6084042
03/17/2015 15:38:31,25,9.375,14.0625,23.4375,17.96875,53,48,48,51,53,4400.00049,4400.00049,4400.00049,4400.00049,48.5614281,38.6021347,0,6.591911,100.000008,41.9556961,13.393692,18.5297241,41,1570,950.0095,3505.50024,1900.019,5,6,0,41,31.7720413,13.7096777,18.5483875,729,963,82,56,0,13608,9,30.03876
03/17/2015 15:38:32,17.1875,9.425402,4.6875,18.75,12.5126,45,49,45,52,52,4400.00049,4400.00049,4400.00049,4400.00049,40.0983353,29.8067379,0,6.38835,100.000008,41.95301,13.3928337,18.5305824,41,1568,950.0095,3505.50024,1900.019,6,7,0,41,31.7720413,8.59375,12.5,727,961,62,62,0,13608,9,30.03876
03/17/2015 15:38:32,21.875,10.8428,10.9375,15.625,14.820075,46,50,49,53,53,4399.993,4399.993,4399.993,4399.993,46.65594,36.65817,0,6.525495,99.99984,41.95276,13.3927536,18.5306625,40,1567,950.0095,3505.50024,1900.019,6,7,0,41,31.7720413,11.8055553,15.9722223,729,963,83,68,0,13608,9,30.0678959
03/17/2015 15:38:33,20.3125,14.0625,17.1875,25,19.140625,52,46,47,50,54,4399.99951,4399.99951,4399.99951,4399.99951,49.5756645,39.76393,0,6.644425,99.99999,41.95412,13.3931885,18.5302277,40,1563,950.0095,3505.50024,1900.019,5,7,0,41,31.7733765,15.625,19.140625,730,964,76,60,0,13608,9,30.0678959
03/17/2015 15:38:34,10.9375,18.75,4.6875,14.0625,12.109375,46,45,47,50,50,4399.998,4399.998,4399.998,4399.998,40.89123,30.89197,0,6.37142324,99.9999542,41.95281,13.3927689,18.5306473,41,1563,950.0095,3505.50024,1900.019,5,6,0,41,31.7733765,10.26616,12.9277563,730,964,71,62,0,13608,9,30.0678959
03/17/2015 15:38:35,18.75,14.0625,10.9375,20.3125,16.015625,45,54,55,47,55,4399.994,4399.994,4399.994,4399.994,46.04363,35.99243,0,6.71691227,99.99987,41.9599266,13.3950424,18.5283737,40,1559,950.0095,3505.50024,1900.019,5,6,0,41,31.7733765,11.7647057,16.544117,730,965,79,66,0,13608,9,30.0678959
03/17/2015 15:38:35,15.625,15.625,7.8125,23.4375,15.625,49,51,51,54,55,4399.996,4399.996,4399.996,4399.996,45.43777,35.6022224,0,6.51732731,99.99991,41.97073,13.3984909,18.5249252,41,1559,950.0095,3505.50024,1900.019,4,6,0,41,31.7680359,14.5270271,17.22973,731,966,87,72,0,13608,9,30.03876
03/17/2015 15:38:36,17.1875,12.5,12.5,15.625,14.453125,46,45,46,55,55,4399.996,4399.996,4399.996,4399.996,44.037075,34.2028,0,6.518224,99.99991,41.9708748,13.3985367,18.52488,40,1562,950.0095,3505.50024,1900.019,5,6,0,41,31.7680359,12.1794872,15.0641022,732,966,92,72,0,13608,9,30.0678959
03/17/2015 15:38:37,25,7.8125,1.5625,17.1875,12.890625,51,47,49,44,52,4399.995,4399.995,4399.995,4399.995,44.05019,34.02226,0,6.56696463,99.99989,41.97104,13.39859,18.524826,41,1565,950.0095,3505.50024,1900.019,5,6,0,41,31.7680359,11.24498,12.8514061,732,966,61,60,0,13608,9,29.6084042
03/17/2015 15:38:38,34.375,14.0625,10.9375,15.625,18.75,46,45,50,51,51,4400.00049,4400.00049,4400.00049,4400.00049,45.0235519,35.0367928,0,6.548952,100.000008,41.970623,13.3984566,18.52496,41,1566,950.0095,3505.50024,1900.019,5,6,0,41,31.7680359,14.015152,18.560606,733,966,80,66,0,13608,9,29.6084042
03/17/2015 15:38:39,15.625,15.625,21.875,17.1875,17.578125,47,56,59,51,60,4400.00049,4400.00049,4400.00049,4400.00049,45.8038,35.91337,0,6.54068041,100.000008,41.9711952,13.39864,18.5247765,40,1569,950.0095,3505.50024,1900.019,5,6,0,41,31.7680359,14.015152,18.560606,733,966,76,66,0,13608,9,30.0678959
03/17/2015 15:38:40,32.8125,25,15.625,15.625,22.265625,46,55,46,52,57,4399.998,4399.998,4399.998,4399.998,44.821743,35.0602646,0,6.473078,99.99996,41.97135,13.3986893,18.5247269,41,1568,950.0095,3505.50024,1900.019,5,6,0,41,31.7680359,13.6882133,23.1939163,733,966,77,62,0,13608,9,30.0678959
03/17/2015 15:38:40,19.1176472,11.7647057,1.47058964,16.1764736,12.1323528,54,46,44,52,54,4399.999,4399.999,4399.999,4399.999,42.490818,32.46931,0,6.54865551,99.9999847,41.9725227,13.3990631,18.524353,41,1570,950.0095,3505.50024,1900.019,5,6,0,41,31.7680359,10.2564106,10.9890108,733,965,74,68,0,13608,9,30.0678959
03/17/2015 15:38:41,20.3125,9.375,4.6875,17.1875,12.890625,51,48,45,47,53,4399.999,4399.999,4399.999,4399.999,45.70869,35.8277245,0,6.62257767,99.9999847,41.97176,13.398819,18.5245972,40,1572,950.0095,3505.50024,1900.019,5,6,0,41,31.7680359,11.71875,12.890625,733,965,60,60,0,13608,9,30.03876
03/17/2015 15:38:42,20.3125,4.6875,15.625,20.3125,15.234375,50,47,52,52,52,4400.003,4400.003,4400.003,4400.003,47.5744133,37.67411,0,6.629397,100.000061,41.9709473,13.39856,18.5248566,41,1573,950.0095,3505.50024,1900.019,5,6,0,41,31.7680359,13.257576,15.530303,731,965,80,66,0,13608,9,30.03876
03/17/2015 15:38:42,12.5,12.5,4.6875,23.4375,13.28125,49,50,52,53,53,4399.9917,4399.9917,4399.9917,4399.9917,45.7601357,35.62238,0,6.63268852,99.99981,41.9718056,13.3988342,18.5245819,41,1573,950.0095,3505.50024,1900.019,5,6,0,41,31.7680359,12.109375,13.28125,732,965,65,60,0,13608,9,30.0678959
03/17/2015 15:38:43,22.7272758,12.121212,10.6060619,25.757576,17.8030243,56,48,53,48,54,4400.00439,4400.00439,4400.00439,4400.00439,46.5654945,36.87706,0,6.50559473,100.0001,41.9715652,13.3987579,18.5246582,41,1573,950.0095,3505.50024,1900.019,4,6,0,41,31.7680359,13.28125,17.578125,732,965,73,58,0,13608,9,30.0678959
